date,A01,A21,A22,A23,A24,A41,A42,A43,A44,A45,A46,A47,A61,A62,A63,A99,B01,B02,B03,B04,B05,B06,B07,B08,B09,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B41,B42,B43,B44,B60,B61,B62,B63,B64,B65,B66,B67,B68,B81,B82,B99,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C21,C22,C23,C25,C30,C40,C99,D01,D02,D03,D04,D05,D06,D07,D10,D21,D99,E01,E02,E03,E04,E05,E06,E21,E99,F01,F02,F03,F04,F05,F15,F16,F17,F21,F22,F23,F24,F25,F26,F27,F28,F41,F42,F99,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,G16,G21,G99,H01,H02,H03,H04,H05,H99,Y02,Y04
1990-12-11,43,2,2,24,3,8,3,2,11,13,2,36,185,5,27,NULL,81,4,4,4,14,NULL,1,3,2,19,16,30,7,15,8,5,3,40,3,7,12,NULL,27,3,5,3,55,3,18,11,11,47,8,6,NULL,1,3,NULL,25,12,9,15,2,4,122,94,35,16,5,20,NULL,NULL,2,10,14,11,6,NULL,NULL,10,4,3,3,1,10,NULL,3,8,NULL,3,6,5,26,19,6,18,NULL,24,38,2,16,4,3,68,2,7,3,14,10,9,NULL,1,11,10,9,NULL,124,48,63,3,20,43,11,11,16,9,36,1,1,6,NULL,139,23,21,68,38,NULL,75,2
1990-12-18,39,4,2,19,2,8,1,3,2,12,2,36,143,5,20,NULL,53,4,4,2,19,2,5,4,3,11,18,39,9,15,9,8,3,31,NULL,4,15,NULL,27,6,2,2,67,3,20,8,7,75,15,5,NULL,1,1,NULL,10,12,11,12,NULL,2,96,81,31,20,12,23,1,1,5,8,21,3,2,NULL,NULL,8,2,2,3,2,8,1,NULL,8,NULL,9,7,2,24,14,3,15,NULL,18,38,1,15,3,3,81,3,11,1,7,15,9,3,5,8,7,4,NULL,128,52,57,4,29,67,10,11,23,13,43,1,NULL,13,NULL,142,29,35,88,27,NULL,68,1
1990-12-25,42,3,3,26,3,3,4,4,8,12,4,47,158,6,39,NULL,69,5,4,1,12,2,4,3,3,6,11,33,7,12,14,5,4,41,3,2,7,NULL,22,4,4,5,60,6,7,12,14,79,6,9,1,NULL,5,NULL,17,9,12,22,NULL,2,113,113,47,17,5,16,NULL,1,4,13,24,2,9,NULL,NULL,5,1,1,3,4,8,1,2,10,NULL,8,7,4,20,16,9,22,NULL,21,34,4,15,8,1,63,1,7,3,6,14,9,3,4,7,7,6,NULL,129,39,61,2,22,51,11,7,16,12,42,1,1,17,NULL,164,39,30,65,44,NULL,66,NULL
1991-01-01,34,1,2,23,1,3,1,2,3,4,NULL,34,123,8,17,NULL,83,2,3,1,19,1,4,1,5,8,11,25,3,8,8,2,6,33,1,1,9,NULL,30,5,3,1,45,5,10,7,4,53,NULL,6,NULL,NULL,6,NULL,22,10,9,16,1,3,134,106,46,28,4,27,NULL,1,3,15,24,9,9,NULL,NULL,8,2,1,6,6,9,NULL,2,11,NULL,3,12,5,14,10,3,17,NULL,10,30,3,13,3,3,63,NULL,5,2,6,8,7,3,4,8,4,1,NULL,127,37,54,3,17,50,10,6,20,10,56,NULL,2,10,NULL,150,32,27,68,36,NULL,67,1
1991-01-08,44,NULL,NULL,15,1,8,3,2,5,16,NULL,34,164,6,28,NULL,69,4,1,4,20,1,4,6,2,13,16,35,2,19,9,3,5,37,5,3,22,NULL,32,4,2,1,68,6,12,8,8,68,8,10,NULL,NULL,6,NULL,21,16,20,25,1,2,124,117,51,18,8,30,NULL,1,4,15,16,6,4,NULL,NULL,9,1,3,8,5,13,NULL,4,8,NULL,8,11,8,23,18,3,18,NULL,16,28,3,16,5,2,84,4,11,3,10,8,11,2,5,9,17,11,NULL,132,45,93,3,22,66,14,9,19,15,83,NULL,NULL,13,NULL,212,31,30,86,38,NULL,65,1
1991-01-15,48,6,2,16,7,6,NULL,4,5,17,2,32,153,3,37,NULL,69,2,1,1,17,2,5,6,2,13,12,27,9,21,11,4,4,39,4,NULL,14,NULL,33,10,3,3,67,4,9,6,9,71,9,7,NULL,NULL,8,NULL,22,6,11,27,2,3,127,114,47,20,9,25,NULL,1,5,17,13,1,6,NULL,NULL,9,1,5,8,6,12,NULL,2,7,NULL,5,11,11,19,17,8,21,NULL,8,34,1,14,3,5,70,1,13,2,11,9,10,NULL,3,6,5,4,NULL,118,48,74,4,17,44,12,5,18,12,50,NULL,NULL,6,NULL,135,24,25,72,45,NULL,51,NULL
1991-01-22,42,3,2,12,6,10,2,NULL,6,8,1,38,133,7,32,NULL,54,4,1,NULL,23,1,6,5,NULL,19,14,36,2,20,9,5,3,38,5,6,10,NULL,23,7,7,5,87,8,19,19,9,69,6,12,3,NULL,10,NULL,22,10,10,13,NULL,2,95,96,26,14,6,19,NULL,NULL,6,9,20,3,3,NULL,NULL,6,1,2,5,2,14,1,1,12,NULL,11,9,5,23,27,9,23,NULL,19,51,NULL,9,6,5,95,3,5,NULL,7,11,13,2,5,8,11,7,NULL,134,48,67,1,21,31,6,9,17,8,39,NULL,1,15,NULL,157,26,31,63,34,NULL,67,1
1991-01-29,57,3,4,21,3,6,2,NULL,9,12,4,34,148,2,38,NULL,42,4,4,NULL,18,1,3,3,2,14,13,32,10,14,8,5,NULL,29,7,4,11,NULL,20,7,4,6,67,2,19,6,8,60,4,6,1,NULL,5,NULL,18,7,7,19,3,2,95,90,37,15,13,15,NULL,1,4,7,20,9,2,NULL,NULL,13,3,3,3,3,9,NULL,2,11,NULL,8,5,5,23,18,5,8,NULL,11,36,1,10,6,5,87,3,5,1,9,10,9,2,4,2,8,4,NULL,121,45,77,2,25,71,13,12,14,11,48,NULL,NULL,8,NULL,153,32,43,83,33,NULL,70,NULL
1991-02-05,45,1,1,18,2,10,2,2,4,8,3,47,162,7,44,NULL,68,5,3,3,20,3,3,3,3,22,11,31,11,23,11,10,3,42,5,4,12,NULL,38,8,6,6,71,2,16,17,9,86,6,5,NULL,NULL,2,NULL,18,11,8,23,NULL,1,159,91,46,25,7,19,1,1,8,20,21,5,3,NULL,NULL,8,2,4,8,6,15,NULL,4,14,NULL,7,8,6,21,10,11,17,NULL,14,35,1,26,4,5,111,3,11,6,7,14,11,5,6,8,8,9,NULL,156,64,63,5,19,74,12,16,25,11,56,NULL,2,10,NULL,191,31,34,91,46,NULL,62,1
1991-02-12,52,6,5,27,6,8,4,5,3,10,6,39,156,10,35,NULL,62,NULL,NULL,2,16,2,5,4,1,13,12,42,14,11,9,9,3,36,4,3,12,NULL,25,8,6,9,74,4,16,10,13,68,9,2,NULL,NULL,8,NULL,13,13,7,18,2,3,177,75,34,29,16,24,1,NULL,5,22,23,8,5,NULL,NULL,7,1,NULL,5,6,13,1,2,8,NULL,12,12,6,21,19,6,16,NULL,21,41,3,18,7,3,81,3,9,3,11,7,9,4,5,9,3,7,NULL,151,54,58,7,23,67,18,8,28,11,47,NULL,NULL,11,NULL,147,40,43,103,38,NULL,80,NULL
1991-02-19,55,3,9,22,3,7,4,2,3,16,4,63,237,5,37,NULL,61,5,2,1,19,2,3,3,3,12,14,47,15,20,11,7,3,38,2,5,7,NULL,21,9,2,4,76,6,20,21,16,92,6,10,NULL,NULL,4,NULL,15,9,7,17,4,5,142,78,36,25,5,36,NULL,2,7,9,16,9,5,NULL,NULL,8,4,2,2,7,9,NULL,NULL,9,NULL,13,9,8,13,18,13,15,NULL,27,46,1,13,3,3,102,2,8,1,13,16,17,2,1,12,16,4,NULL,148,53,88,7,33,59,11,13,11,17,45,1,NULL,9,NULL,196,43,48,93,50,NULL,86,1
1991-02-26,51,1,1,17,3,6,1,3,2,8,NULL,41,147,1,27,NULL,57,1,4,3,13,3,2,2,4,15,16,36,10,11,9,3,8,26,4,1,13,2,24,3,5,7,71,3,18,8,9,69,8,10,3,NULL,4,NULL,19,13,12,12,1,2,144,78,31,15,6,26,NULL,NULL,10,9,11,7,4,NULL,NULL,9,1,3,4,2,8,NULL,3,8,NULL,8,11,4,21,18,9,14,NULL,18,36,NULL,13,2,4,87,3,7,NULL,8,14,11,4,6,12,7,4,NULL,130,43,62,1,12,37,10,6,18,8,49,1,NULL,9,NULL,143,21,32,62,42,NULL,62,2
1991-03-05,47,6,6,20,3,4,2,NULL,4,9,1,34,155,9,21,NULL,46,5,3,3,16,NULL,3,2,2,13,7,33,9,17,6,9,4,42,6,3,16,NULL,21,9,4,4,45,2,11,8,7,69,5,9,1,NULL,4,NULL,13,10,10,20,4,7,113,90,40,25,7,20,2,1,5,11,21,5,4,NULL,NULL,11,1,1,6,4,13,NULL,2,10,NULL,5,11,5,25,13,6,19,NULL,20,36,4,14,2,5,77,3,8,1,6,13,6,2,4,9,6,4,NULL,101,52,54,3,17,40,13,4,12,7,34,1,1,10,NULL,148,26,24,61,43,NULL,82,1
1991-03-12,56,4,6,16,4,4,NULL,4,5,16,4,47,139,5,31,NULL,49,3,3,NULL,16,2,4,1,4,13,10,30,4,19,6,6,3,35,3,3,15,1,31,6,2,3,62,3,16,11,7,55,6,3,NULL,NULL,8,NULL,17,10,5,26,NULL,3,85,69,27,10,10,23,NULL,1,1,14,19,4,5,NULL,NULL,9,3,2,10,8,10,NULL,2,8,NULL,5,9,9,23,16,10,8,NULL,10,29,NULL,11,4,2,80,NULL,12,2,7,8,12,1,2,4,7,9,NULL,101,53,54,7,26,54,17,11,15,8,39,1,1,5,NULL,148,33,34,49,36,NULL,69,NULL
1991-03-19,52,3,NULL,20,4,8,6,6,4,14,2,44,179,7,45,NULL,66,3,2,2,19,4,3,5,1,19,14,40,9,15,8,6,4,45,2,8,13,NULL,22,3,9,1,68,7,22,16,8,93,9,13,1,1,8,NULL,15,10,12,30,2,3,129,92,33,30,10,24,1,1,7,22,14,5,1,NULL,NULL,13,3,3,4,4,10,NULL,NULL,9,NULL,9,8,4,19,17,7,20,NULL,26,56,1,14,5,4,89,3,15,3,15,15,9,3,5,8,10,5,NULL,146,49,49,4,24,50,12,11,21,12,56,1,1,8,NULL,173,37,42,88,47,NULL,82,NULL
1991-03-26,37,2,2,15,3,4,1,9,1,10,3,32,194,4,31,NULL,49,3,NULL,1,14,NULL,2,4,1,12,7,40,7,20,14,7,4,38,7,5,17,NULL,23,8,3,4,73,4,25,10,11,71,8,6,1,NULL,8,NULL,19,6,10,24,2,2,136,102,38,16,15,29,1,2,5,13,19,9,4,1,NULL,8,2,6,4,4,10,NULL,3,9,NULL,6,14,1,25,13,9,17,NULL,19,26,2,13,4,1,89,NULL,17,2,16,15,6,5,6,8,12,8,NULL,127,65,71,4,21,64,10,6,23,12,53,NULL,NULL,16,NULL,161,30,41,115,43,NULL,65,2
1991-04-02,56,2,4,11,2,10,5,5,5,14,2,40,147,8,40,NULL,49,6,3,2,21,NULL,4,3,2,11,18,37,7,18,7,4,4,33,3,1,10,NULL,23,3,3,2,68,1,21,14,10,69,5,6,1,NULL,9,NULL,11,9,11,21,NULL,NULL,102,61,22,13,7,21,1,1,4,9,7,5,4,NULL,NULL,11,3,2,5,8,7,1,1,7,NULL,9,10,11,31,16,4,11,NULL,22,52,1,10,7,1,84,3,2,1,8,12,9,2,1,8,8,11,NULL,128,47,62,2,22,42,6,13,20,6,38,1,2,3,NULL,147,35,28,53,43,NULL,57,1
1991-04-09,64,2,1,21,1,13,2,7,6,9,2,46,168,3,32,NULL,66,5,4,1,18,4,4,4,5,12,6,38,6,26,10,11,1,36,1,4,18,NULL,40,10,3,3,93,9,27,17,12,88,11,5,NULL,1,7,NULL,14,20,17,23,NULL,2,101,105,42,16,7,16,NULL,NULL,3,15,18,7,5,NULL,NULL,9,NULL,5,5,9,19,NULL,1,4,NULL,10,9,6,21,18,8,21,NULL,19,33,2,18,3,4,82,1,12,6,10,18,17,2,5,13,10,11,NULL,154,54,74,5,26,57,12,8,20,11,44,NULL,NULL,8,NULL,165,43,38,69,42,NULL,78,1
1991-04-16,48,3,2,19,2,7,4,4,10,15,5,46,205,2,38,NULL,54,1,1,1,13,1,2,2,4,23,8,33,11,17,8,5,3,42,2,4,7,NULL,29,2,4,7,66,2,12,18,4,76,8,6,1,NULL,4,NULL,20,15,9,23,1,1,166,118,49,18,10,19,1,NULL,7,18,18,3,4,NULL,NULL,4,NULL,3,5,6,9,1,1,12,NULL,7,6,2,19,10,6,21,NULL,17,35,1,17,5,3,82,5,12,1,6,6,10,3,5,4,6,5,NULL,148,47,53,7,23,58,11,18,18,8,48,NULL,2,14,NULL,188,38,39,88,52,NULL,72,1
1991-04-23,56,4,1,26,4,6,2,1,6,14,NULL,33,147,3,28,NULL,61,2,7,3,11,NULL,3,6,4,15,6,28,8,16,10,5,5,27,9,4,9,NULL,23,6,3,5,67,4,12,14,1,66,8,3,NULL,NULL,10,NULL,20,10,20,20,5,3,84,95,48,17,5,22,NULL,NULL,7,16,22,7,9,NULL,NULL,14,3,1,4,5,7,NULL,NULL,8,NULL,9,5,3,19,9,6,16,NULL,15,27,4,15,3,1,76,1,12,2,11,15,14,1,4,5,10,8,NULL,102,40,49,3,18,61,15,2,24,8,52,1,NULL,9,NULL,139,32,33,83,49,NULL,78,2
1991-04-30,49,3,2,12,3,10,2,2,6,11,2,48,180,6,44,NULL,67,1,8,NULL,22,1,5,5,3,9,17,36,12,11,7,5,2,29,2,2,14,1,32,13,2,6,84,5,24,8,9,76,7,3,NULL,NULL,12,NULL,19,13,12,18,1,1,161,88,38,23,13,17,NULL,1,4,18,18,4,3,NULL,NULL,10,4,3,4,3,8,NULL,1,17,NULL,6,12,4,33,22,8,23,NULL,22,39,NULL,22,6,2,105,2,6,3,6,12,11,4,5,5,7,4,NULL,147,49,70,2,25,49,21,14,23,14,71,1,2,12,NULL,194,34,48,80,47,NULL,94,NULL
1991-05-07,38,1,4,21,7,6,4,5,2,8,1,53,158,3,33,NULL,71,NULL,1,NULL,16,NULL,3,4,NULL,10,11,35,6,24,9,9,6,37,6,2,9,NULL,27,6,5,6,78,4,18,12,7,76,6,2,NULL,1,5,NULL,17,16,16,18,3,2,104,86,46,28,5,31,NULL,NULL,7,15,19,9,5,NULL,NULL,6,3,3,2,1,11,NULL,3,13,NULL,8,11,4,21,11,10,28,NULL,21,43,2,20,8,6,90,3,17,3,6,7,7,5,1,5,14,8,NULL,128,50,54,4,27,60,18,7,17,5,56,NULL,1,9,NULL,182,48,46,96,49,NULL,70,1
1991-05-14,38,5,1,11,1,13,3,6,3,10,2,51,183,5,26,NULL,76,1,3,NULL,25,5,2,7,NULL,19,13,44,6,21,11,6,4,33,4,3,9,1,22,6,3,7,79,4,17,9,17,82,12,4,NULL,NULL,6,NULL,24,13,9,14,NULL,4,121,86,30,24,11,22,1,NULL,5,12,25,12,6,NULL,NULL,10,2,4,4,4,16,3,2,6,NULL,8,11,6,31,11,5,21,NULL,24,55,NULL,17,4,9,121,1,13,3,11,14,10,5,9,8,11,10,NULL,153,61,75,3,20,58,14,8,22,13,54,NULL,NULL,15,NULL,186,41,47,77,45,NULL,76,2
1991-05-21,50,3,1,21,7,6,1,2,2,12,3,41,185,7,39,NULL,60,2,1,2,17,1,3,5,3,22,9,39,8,16,8,12,4,33,3,2,10,1,34,9,3,7,78,8,16,17,7,83,6,6,NULL,NULL,7,NULL,17,8,14,32,1,1,119,96,39,15,6,28,NULL,1,5,15,28,3,2,NULL,NULL,16,2,5,7,2,13,NULL,1,7,NULL,5,13,8,27,17,9,17,NULL,22,40,NULL,26,6,2,91,3,8,3,9,18,8,4,2,6,19,10,NULL,138,55,75,1,14,70,19,9,17,10,54,NULL,1,13,NULL,213,39,46,85,43,NULL,75,2
1991-05-28,51,3,2,16,8,7,1,1,4,9,1,42,220,10,37,NULL,69,5,8,NULL,17,3,6,5,4,8,14,45,16,19,10,9,4,36,3,4,19,NULL,30,8,3,9,60,6,22,17,11,77,15,5,2,NULL,11,NULL,15,14,9,19,3,2,96,81,31,19,11,27,1,NULL,9,28,27,8,1,NULL,NULL,11,NULL,2,7,10,12,1,4,11,NULL,7,10,3,23,17,5,22,NULL,30,38,NULL,19,2,7,100,8,5,1,8,7,11,4,3,9,11,7,NULL,135,70,71,3,25,84,21,10,24,16,48,NULL,1,14,NULL,173,36,40,107,35,NULL,85,1
1991-06-04,64,1,6,19,4,12,1,4,9,8,3,47,166,7,31,NULL,63,4,3,2,23,1,5,5,1,12,11,42,8,24,11,8,8,27,3,6,5,NULL,25,8,3,2,71,7,28,15,14,80,13,6,NULL,NULL,8,NULL,19,9,8,30,5,3,136,106,50,21,8,25,NULL,NULL,6,13,16,10,10,NULL,NULL,4,2,4,5,6,13,1,2,13,NULL,12,6,8,21,19,8,18,NULL,20,50,4,16,3,12,95,3,9,NULL,20,19,10,8,2,8,17,6,NULL,129,39,77,2,24,75,24,13,17,9,59,NULL,1,7,NULL,185,30,42,74,29,NULL,67,NULL
1991-06-11,44,7,2,21,4,10,6,3,3,11,1,49,133,9,26,NULL,50,4,6,NULL,16,1,4,6,3,16,7,41,12,19,13,7,5,39,3,1,16,NULL,26,8,6,4,80,2,19,15,10,84,10,9,NULL,NULL,9,NULL,16,12,18,23,6,NULL,111,63,31,12,10,16,1,NULL,6,13,19,8,4,NULL,NULL,9,2,2,4,3,6,NULL,NULL,17,NULL,6,7,4,23,18,11,16,NULL,28,36,NULL,27,7,4,86,3,12,2,17,21,12,5,3,11,10,9,NULL,132,54,73,5,40,67,14,14,17,10,59,1,2,16,NULL,201,44,63,94,47,NULL,76,NULL
1991-06-18,40,2,3,8,3,11,1,4,6,13,4,32,140,2,26,NULL,48,3,7,4,15,4,5,7,2,7,7,32,8,10,11,6,1,28,5,8,9,NULL,24,2,2,1,66,7,16,4,9,73,7,2,NULL,1,5,NULL,4,9,11,22,2,3,82,78,37,11,10,20,NULL,NULL,2,9,17,13,2,NULL,NULL,6,NULL,3,4,4,10,1,1,9,NULL,7,7,5,20,13,6,13,NULL,22,38,1,14,5,6,90,NULL,8,1,9,13,8,6,1,5,8,10,NULL,121,38,64,3,24,64,16,9,16,9,55,NULL,3,18,NULL,159,23,28,77,33,NULL,75,NULL
1991-06-25,53,4,4,18,6,9,4,6,3,17,3,44,203,2,42,NULL,57,3,3,2,14,3,4,5,5,11,7,48,6,21,10,5,5,33,6,4,13,1,26,6,6,3,74,5,30,15,13,55,9,6,NULL,NULL,7,NULL,15,10,10,16,2,2,178,108,46,19,12,23,NULL,1,3,13,24,1,1,1,NULL,6,2,3,4,4,6,NULL,1,7,NULL,12,14,7,19,15,7,25,NULL,16,32,3,14,4,5,103,3,4,3,10,9,19,4,2,4,14,7,NULL,130,31,55,4,23,75,18,10,17,22,58,NULL,NULL,7,NULL,163,31,49,110,47,NULL,71,1
1991-07-02,45,2,1,15,4,8,2,4,5,7,3,48,154,6,25,NULL,55,1,3,1,12,3,5,5,7,17,27,38,10,17,10,8,5,44,3,2,21,NULL,32,7,2,2,71,9,25,12,10,85,2,5,1,NULL,5,NULL,23,5,17,22,1,4,101,80,31,16,3,22,NULL,2,7,21,11,5,5,NULL,NULL,10,4,2,6,10,13,NULL,2,7,NULL,14,11,8,22,21,6,23,NULL,17,47,1,16,7,6,99,5,12,3,7,11,14,5,3,6,6,7,NULL,154,48,66,4,26,86,14,10,22,18,81,NULL,NULL,13,NULL,176,46,58,100,40,NULL,81,NULL
1991-07-09,35,5,4,14,NULL,7,NULL,4,2,9,1,34,174,3,49,NULL,65,2,5,2,11,2,2,2,1,6,8,36,8,13,13,8,6,42,3,7,20,1,34,7,4,5,70,7,25,16,10,89,7,5,1,NULL,11,NULL,23,8,7,29,1,1,120,79,43,14,16,26,NULL,NULL,5,22,18,6,3,NULL,NULL,8,NULL,4,4,10,12,1,2,9,NULL,6,7,7,26,16,8,21,NULL,15,32,1,13,8,5,112,3,7,1,8,11,12,2,5,12,10,5,NULL,135,72,69,4,26,60,7,6,25,12,59,NULL,NULL,10,NULL,178,28,47,82,38,NULL,80,1
1991-07-16,50,3,3,14,4,13,1,5,14,14,2,50,181,6,36,NULL,59,2,4,3,16,2,10,5,5,20,13,56,11,20,16,6,2,46,4,1,8,NULL,26,12,2,5,84,5,14,18,10,75,9,6,1,NULL,7,NULL,23,20,17,32,2,2,79,92,43,24,5,22,NULL,NULL,6,22,21,9,3,NULL,NULL,11,2,8,11,5,7,NULL,4,14,NULL,8,12,14,20,15,4,20,NULL,30,37,1,14,6,6,87,2,9,2,5,10,15,2,3,11,10,6,NULL,137,61,67,2,26,49,6,7,23,13,53,1,1,11,NULL,167,36,35,88,39,NULL,85,1
1991-07-23,50,5,2,23,3,16,1,6,4,9,5,55,150,4,39,NULL,66,2,3,2,20,NULL,5,8,NULL,12,17,48,7,21,11,2,3,40,5,1,13,1,35,3,6,9,70,5,24,9,7,77,15,16,NULL,NULL,9,NULL,15,8,7,20,2,4,115,117,43,22,8,25,NULL,1,7,8,18,3,6,NULL,NULL,8,3,5,7,3,10,NULL,3,19,NULL,7,9,9,24,15,6,23,NULL,18,56,2,11,6,NULL,104,2,13,6,10,14,11,3,9,7,10,10,NULL,133,54,62,1,29,53,11,8,21,8,61,NULL,NULL,6,NULL,179,32,50,73,34,NULL,63,NULL
1991-07-30,44,4,6,13,2,13,2,3,5,8,2,34,156,6,28,NULL,53,4,4,NULL,14,1,1,5,5,22,11,30,10,15,8,7,10,38,5,3,10,NULL,24,5,3,5,48,4,10,9,14,57,6,3,NULL,NULL,11,NULL,18,11,4,20,2,3,83,71,39,20,13,21,NULL,NULL,4,11,25,9,3,NULL,NULL,4,3,2,5,4,6,NULL,2,5,NULL,7,9,2,21,18,8,16,NULL,11,39,3,18,4,5,80,4,14,NULL,6,6,10,3,6,6,10,11,NULL,126,49,66,5,12,47,4,5,22,7,52,NULL,1,7,NULL,154,27,39,69,42,NULL,58,NULL
1991-08-06,40,2,4,11,1,7,1,6,7,8,1,42,215,14,42,NULL,64,4,7,5,18,5,4,5,3,16,12,36,12,15,7,6,2,30,4,2,15,NULL,37,8,2,2,88,6,21,16,11,81,11,4,NULL,NULL,7,NULL,15,16,9,13,2,NULL,118,125,49,27,7,37,NULL,NULL,4,10,24,6,7,1,NULL,7,1,NULL,2,3,9,NULL,NULL,10,NULL,8,8,4,21,14,6,14,NULL,19,35,2,13,3,6,93,7,11,2,5,11,17,7,1,16,9,9,NULL,121,46,60,2,23,66,12,5,17,9,46,NULL,2,13,NULL,177,38,31,76,37,NULL,61,NULL
1991-08-13,40,3,1,12,4,12,2,3,4,10,2,62,151,12,30,NULL,66,2,6,NULL,17,NULL,NULL,7,2,15,11,35,8,22,10,6,3,38,6,2,10,NULL,29,8,4,3,76,7,17,13,12,97,7,5,1,NULL,7,NULL,21,18,12,19,1,1,94,97,41,27,11,8,1,NULL,6,13,27,6,7,1,NULL,14,2,2,7,2,9,NULL,1,10,NULL,13,7,10,36,15,6,17,NULL,22,44,1,17,9,8,108,NULL,5,1,12,20,19,6,4,10,12,8,NULL,131,42,57,5,18,63,12,3,20,17,62,NULL,1,10,NULL,145,42,42,88,42,NULL,78,NULL
1991-08-20,57,3,5,11,4,6,NULL,4,4,8,3,39,201,9,43,NULL,51,3,3,1,17,1,3,4,5,20,15,39,10,15,6,4,6,33,2,4,12,NULL,33,7,4,2,78,3,37,14,9,75,6,8,NULL,1,4,NULL,14,7,9,19,4,2,205,93,36,15,15,23,1,NULL,6,17,19,6,5,NULL,NULL,6,3,4,4,6,10,NULL,1,9,NULL,8,15,2,22,20,7,26,NULL,23,43,3,14,7,12,80,5,9,3,8,7,20,3,2,4,7,7,NULL,114,47,67,4,20,50,8,9,19,8,44,1,1,4,NULL,173,34,35,59,42,NULL,73,NULL
1991-08-27,56,2,3,24,2,10,1,9,4,17,1,47,169,8,37,NULL,67,7,6,1,14,3,4,3,3,21,14,37,10,18,14,11,1,35,7,1,8,NULL,32,6,2,2,84,4,19,19,22,89,5,11,NULL,NULL,6,NULL,8,12,9,18,2,5,140,100,41,20,5,28,NULL,NULL,5,5,8,3,4,NULL,NULL,8,2,2,7,7,12,1,NULL,5,NULL,6,8,3,27,16,16,21,NULL,22,40,2,9,5,3,103,3,10,4,14,23,14,NULL,4,15,12,6,NULL,147,56,69,4,30,67,16,8,23,8,50,NULL,NULL,14,NULL,172,35,38,83,42,NULL,91,1
1991-09-03,52,6,5,19,3,7,2,2,6,13,9,56,170,3,35,NULL,70,3,3,7,18,4,5,3,3,14,16,53,11,17,15,9,3,49,10,5,16,NULL,34,11,4,3,91,3,27,19,8,89,8,6,1,NULL,7,NULL,15,12,15,22,1,1,84,95,38,17,11,24,NULL,NULL,10,23,20,7,4,NULL,NULL,13,1,4,4,4,11,1,1,12,NULL,11,14,8,26,18,8,30,NULL,29,53,1,27,6,5,127,1,11,2,25,12,16,3,7,7,9,11,NULL,180,52,71,NULL,22,82,13,8,25,17,60,NULL,NULL,11,NULL,224,49,66,119,72,NULL,79,NULL
1991-09-10,43,1,2,10,1,10,4,3,NULL,12,2,39,209,3,44,NULL,53,4,5,1,14,3,NULL,3,1,14,7,27,6,17,10,5,4,31,2,4,7,NULL,27,3,3,7,87,6,14,18,13,75,5,3,NULL,NULL,11,NULL,10,6,6,21,2,5,134,91,40,11,8,35,1,NULL,3,5,11,4,6,1,NULL,9,2,7,8,2,20,NULL,2,11,NULL,16,9,6,17,14,7,16,NULL,23,33,1,20,5,3,101,3,6,NULL,6,17,15,4,3,11,6,11,NULL,171,65,61,1,21,82,15,6,25,10,68,NULL,3,10,NULL,200,30,49,104,41,NULL,72,1
1991-09-17,62,4,4,15,5,9,3,2,4,13,2,44,184,4,44,NULL,57,6,5,1,17,1,6,1,3,12,13,34,8,18,11,6,NULL,61,5,6,19,1,33,5,4,2,84,2,28,22,5,102,9,5,2,NULL,7,NULL,18,13,11,22,2,5,107,92,49,18,11,22,1,1,8,11,23,7,4,NULL,NULL,13,1,1,5,6,10,2,2,13,NULL,11,10,1,28,14,11,29,NULL,29,65,3,21,5,10,115,5,11,3,10,7,19,6,8,7,14,9,NULL,168,57,99,6,32,65,15,12,17,8,68,NULL,NULL,11,NULL,191,34,37,90,50,NULL,86,1
1991-09-24,41,3,2,14,5,5,2,3,7,11,1,42,143,8,42,NULL,62,3,7,1,15,2,5,5,7,13,10,30,4,24,9,4,6,34,7,2,9,NULL,27,4,2,5,78,3,14,22,14,69,7,5,1,NULL,11,NULL,13,14,10,19,1,2,101,79,29,11,3,13,NULL,1,4,10,15,4,4,NULL,NULL,7,1,5,5,5,12,1,2,7,NULL,11,16,9,22,21,10,27,NULL,22,54,1,21,6,6,102,NULL,8,3,14,16,19,5,1,5,16,6,NULL,140,58,57,4,30,71,15,13,15,6,66,NULL,NULL,7,NULL,170,36,50,93,42,NULL,87,NULL
1991-10-01,40,2,4,12,5,8,1,4,6,18,4,38,202,9,32,NULL,77,1,4,3,18,NULL,1,6,5,14,17,42,5,25,7,5,3,54,3,2,11,1,34,9,6,3,92,5,25,28,7,89,13,4,NULL,NULL,6,NULL,11,11,13,18,3,3,139,84,28,26,7,21,NULL,NULL,9,11,15,NULL,3,1,NULL,6,1,2,4,5,10,NULL,2,6,NULL,14,10,3,18,14,8,23,NULL,26,48,3,19,4,6,136,3,5,4,13,19,13,6,5,9,16,10,NULL,155,54,82,7,25,85,21,11,24,17,59,NULL,NULL,10,NULL,174,48,42,108,54,NULL,77,1
